QuestionID,RespTxt,RespPct,QuestionTxt,QuestionNote,SubPopulation,ReleaseDate,SurveyOrg,SurveySponsor,SourceDoc,BegDate,EndDate,ExactDates,SampleDesc,SampleSize,VariableName,IntMethod,StudyNote
USGALLUP.01JA05.R01,Disapprove,31,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,01/8/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,01/5/2001,01/7/2001,Y,National adult,1018,Q1,Telephone Interview,
USGALLUP.01JA05.R01,No opinion,4,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,01/8/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,01/5/2001,01/7/2001,Y,National adult,1018,Q1,Telephone Interview,
USGALLUP.0320UBS.Q01,Approve,64,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/1/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,03/2/2003,03/25/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",696,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted April 7-9 and 14-16, 2003."
USGALLUP.0320UBS.Q01,Disapprove,26,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/1/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,03/2/2003,03/25/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",696,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted April 7-9 and 14-16, 2003."
USGALLUP.0320UBS.Q01,Don't know,7,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/1/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,03/2/2003,03/25/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",696,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted April 7-9 and 14-16, 2003."
USGALLUP.0320UBS.Q01,Refused,3,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/1/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,03/2/2003,03/25/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",696,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted April 7-9 and 14-16, 2003."
USGALLUP.01MR26.R01,Approve,53,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/30/2001,Gallup Organization,,Gallup Poll,03/26/2001,03/28/2001,Y,National adult,1024,Q1,Telephone Interview,
USGALLUP.01MR26.R01,Disapprove,29,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/30/2001,Gallup Organization,,Gallup Poll,03/26/2001,03/28/2001,Y,National adult,1024,Q1,Telephone Interview,
USGALLUP.01MR26.R01,No opinion,18,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/30/2001,Gallup Organization,,Gallup Poll,03/26/2001,03/28/2001,Y,National adult,1024,Q1,Telephone Interview,
USGALLUP.01JU08.R01,Approve,55,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,06/11/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,06/8/2001,06/10/2001,Y,National adult,1011,Q1,Telephone Interview,
USGALLUP.01JU08.R01,Disapprove,35,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,06/11/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,06/8/2001,06/10/2001,Y,National adult,1011,Q1,Telephone Interview,
USGALLUP.01JU08.R01,No opinion,10,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,06/11/2001,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,06/8/2001,06/10/2001,Y,National adult,1011,Q1,Telephone Interview,
USGALLUP.03NOV03.R01,Approve,54,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,11/7/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,11/3/2003,11/5/2003,Y,National adult,1007,,Telephone Interview,
USGALLUP.03NOV03.R01,Disapprove,43,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,11/7/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,11/3/2003,11/5/2003,Y,National adult,1007,,Telephone Interview,
USGALLUP.03NOV03.R01,No opinion,3,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,11/7/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,11/3/2003,11/5/2003,Y,National adult,1007,,Telephone Interview,
USGALLUP.00AGU29.R05,Approve,62,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,10/6/2000,Gallup Organization,,Gallup Poll,08/29/2000,09/5/2000,Y,National adult,1012,,Telephone Interview,
USGALLUP.00AGU29.R05,Disapprove,35,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,10/6/2000,Gallup Organization,,Gallup Poll,08/29/2000,09/5/2000,Y,National adult,1012,,Telephone Interview,
USGALLUP.00AGU29.R05,No opinion,3,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,10/6/2000,Gallup Organization,,Gallup Poll,08/29/2000,09/5/2000,Y,National adult,1012,,Telephone Interview,
USGALLUP.03FEB24.R01,Approve,57,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/28/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,02/24/2003,02/26/2003,Y,National adult,1003,Q1,Telephone Interview,
USGALLUP.03FEB24.R01,Disapprove,37,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/28/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,02/24/2003,02/26/2003,Y,National adult,1003,Q1,Telephone Interview,
USGALLUP.03FEB24.R01,No opinion,6,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/28/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,02/24/2003,02/26/2003,Y,National adult,1003,Q1,Telephone Interview,
USGALLUP.00OTO25.R1,Approve,57,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,11/2/2000,Gallup Organization,,Gallup Poll,10/25/2000,10/28/2000,Y,National adult,1004,Q1,Telephone Interview,
USGALLUP.00OTO25.R1,Disapprove,38,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,11/2/2000,Gallup Organization,,Gallup Poll,10/25/2000,10/28/2000,Y,National adult,1004,Q1,Telephone Interview,
USGALLUP.00OTO25.R1,No opinion,5,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,11/2/2000,Gallup Organization,,Gallup Poll,10/25/2000,10/28/2000,Y,National adult,1004,Q1,Telephone Interview,
USGALLUP.03APR22.R01,Approve,70,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/25/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,04/22/2003,04/23/2003,Y,National adult,1001,Q1,Telephone Interview,
USGALLUP.03APR22.R01,Disapprove,26,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/25/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,04/22/2003,04/23/2003,Y,National adult,1001,Q1,Telephone Interview,
USGALLUP.03APR22.R01,No opinion,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/25/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,04/22/2003,04/23/2003,Y,National adult,1001,Q1,Telephone Interview,
USGALLUP.04JAN29.R06,Approve,49,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/3/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,01/29/2004,02/1/2004,Y,National adult,1001,Q06,Telephone Interview,
USGALLUP.04JAN29.R06,Disapprove,48,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/3/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,01/29/2004,02/1/2004,Y,National adult,1001,Q06,Telephone Interview,
USGALLUP.04JAN29.R06,No opinion,3,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/3/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,01/29/2004,02/1/2004,Y,National adult,1001,Q06,Telephone Interview,
USGALLUP.01DEC6.R01,Approve,86,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,12/11/2001,Gallup Organization,,Gallup Poll,12/6/2001,12/9/2001,Y,National adult,1002,,Telephone Interview,
USGALLUP.01DEC6.R01,Disapprove,10,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,12/11/2001,Gallup Organization,,Gallup Poll,12/6/2001,12/9/2001,Y,National adult,1002,,Telephone Interview,
USGALLUP.01DEC6.R01,No opinion,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,12/11/2001,Gallup Organization,,Gallup Poll,12/6/2001,12/9/2001,Y,National adult,1002,,Telephone Interview,
USGALLUP.02OC31.R03,Approve,63,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,11/4/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/31/2002,11/3/2002,Y,National adult,1221,Q3,Telephone Interview,
USGALLUP.02OC31.R03,Disapprove,29,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,11/4/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/31/2002,11/3/2002,Y,National adult,1221,Q3,Telephone Interview,
USGALLUP.02OC31.R03,No opinion,8,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,11/4/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,10/31/2002,11/3/2002,Y,National adult,1221,Q3,Telephone Interview,
USGALLUP.G02MY28.R03,Approve,77,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/30/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/28/2002,05/29/2002,Y,National adult,1003,Q3,Telephone Interview,
USGALLUP.G02MY28.R03,Disapprove,17,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/30/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/28/2002,05/29/2002,Y,National adult,1003,Q3,Telephone Interview,
USGALLUP.G02MY28.R03,No opinion,6,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/30/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/28/2002,05/29/2002,Y,National adult,1003,Q3,Telephone Interview,
USGALLUP.02JUY26.R04,Approve,69,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/29/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/26/2002,07/28/2002,Y,National adult,1004,Q4,Telephone Interview,
USGALLUP.02JUY26.R04,Disapprove,26,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/29/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/26/2002,07/28/2002,Y,National adult,1004,Q4,Telephone Interview,
USGALLUP.02JUY26.R04,No opinion,5,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/29/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/26/2002,07/28/2002,Y,National adult,1004,Q4,Telephone Interview,
USGALLUP.03JL007.R01,Approve,62,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/13/2003,Gallup Organization,,Gallup Poll,07/7/2003,07/9/2003,Y,National adult,1000,,Telephone Interview,
USGALLUP.03JL007.R01,Disapprove,34,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/13/2003,Gallup Organization,,Gallup Poll,07/7/2003,07/9/2003,Y,National adult,1000,,Telephone Interview,
USGALLUP.03JL007.R01,No opinion,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/13/2003,Gallup Organization,,Gallup Poll,07/7/2003,07/9/2003,Y,National adult,1000,,Telephone Interview,
USGALLUP.0220B.Q01,Approve,82,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/1/2002,Gallup Organization,UBS,Gallup/UBS Employee Outlook Poll,05/6/2002,05/22/2002,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",692,Q1,Telephone Interview,"The sample is adults who are employed with privately held companies having five or more employees. The interviews were conducted May 6-9 and May 20-22, 2002."
USGALLUP.0220B.Q01,Disapprove,13,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/1/2002,Gallup Organization,UBS,Gallup/UBS Employee Outlook Poll,05/6/2002,05/22/2002,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",692,Q1,Telephone Interview,"The sample is adults who are employed with privately held companies having five or more employees. The interviews were conducted May 6-9 and May 20-22, 2002."
USGALLUP.0220B.Q01,Don't know,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/1/2002,Gallup Organization,UBS,Gallup/UBS Employee Outlook Poll,05/6/2002,05/22/2002,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",692,Q1,Telephone Interview,"The sample is adults who are employed with privately held companies having five or more employees. The interviews were conducted May 6-9 and May 20-22, 2002."
USGALLUP.0220B.Q01,Refused,1,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/1/2002,Gallup Organization,UBS,Gallup/UBS Employee Outlook Poll,05/6/2002,05/22/2002,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",692,Q1,Telephone Interview,"The sample is adults who are employed with privately held companies having five or more employees. The interviews were conducted May 6-9 and May 20-22, 2002."
USGALLUP.02JUL29.R01,Approve,71,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,08/2/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/29/2002,07/31/2002,Y,National adult,1003,Q1,Telephone Interview,
USGALLUP.02JUL29.R01,Disapprove,23,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,08/2/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/29/2002,07/31/2002,Y,National adult,1003,Q1,Telephone Interview,
USGALLUP.02JUL29.R01,No opinion,6,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,08/2/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/29/2002,07/31/2002,Y,National adult,1003,Q1,Telephone Interview,
USGALLUP.03FEB3.R1,Approve,59,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/10/2003,Gallup Organization,,Gallup Poll,02/3/2003,02/6/2003,Y,National adult,1001,,Telephone Interview,
USGALLUP.03FEB3.R1,Disapprove,35,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/10/2003,Gallup Organization,,Gallup Poll,02/3/2003,02/6/2003,Y,National adult,1001,,Telephone Interview,
USGALLUP.03FEB3.R1,No opinion,6,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/10/2003,Gallup Organization,,Gallup Poll,02/3/2003,02/6/2003,Y,National adult,1001,,Telephone Interview,
USGALLUP.03FEB17.R01,Approve,58,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/21/2003,Gallup Organization,,Gallup Poll,02/17/2003,02/19/2003,Y,National adult,1002,,Telephone Interview,
USGALLUP.03FEB17.R01,Disapprove,37,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/21/2003,Gallup Organization,,Gallup Poll,02/17/2003,02/19/2003,Y,National adult,1002,,Telephone Interview,
USGALLUP.03FEB17.R01,No opinion,5,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,02/21/2003,Gallup Organization,,Gallup Poll,02/17/2003,02/19/2003,Y,National adult,1002,,Telephone Interview,
USGALLUP.00AG11.R09,Approve,58,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,08/14/2000,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,08/11/2000,08/12/2000,Y,National adult,1024,Q9,Telephone Interview,
USGALLUP.00AG11.R09,Disapprove,39,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,08/14/2000,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,08/11/2000,08/12/2000,Y,National adult,1024,Q9,Telephone Interview,
USGALLUP.00AG11.R09,No opinion,3,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,08/14/2000,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,08/11/2000,08/12/2000,Y,National adult,1024,Q9,Telephone Interview,
USGALLUP.03MAR03.R01,Approve,57,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/7/2003,Gallup Organization,,Gallup Poll,03/3/2003,03/5/2003,Y,National adult,1003,,Telephone Interview,
USGALLUP.03MAR03.R01,Disapprove,37,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/7/2003,Gallup Organization,,Gallup Poll,03/3/2003,03/5/2003,Y,National adult,1003,,Telephone Interview,
USGALLUP.03MAR03.R01,No opinion,6,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/7/2003,Gallup Organization,,Gallup Poll,03/3/2003,03/5/2003,Y,National adult,1003,,Telephone Interview,
USGALLUP.0304UBS.Q001,Approve,70,Do you approve or disapprove of the way George W. Bush is handling his job as president?,* = less than .5 percent,,01/31/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,01/13/2003,01/16/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",641,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted January 13-16 and 20-22, 2003."
USGALLUP.0304UBS.Q001,Disapprove,27,Do you approve or disapprove of the way George W. Bush is handling his job as president?,* = less than .5 percent,,01/31/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,01/13/2003,01/16/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",641,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted January 13-16 and 20-22, 2003."
USGALLUP.0304UBS.Q001,Don't know,3,Do you approve or disapprove of the way George W. Bush is handling his job as president?,* = less than .5 percent,,01/31/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,01/13/2003,01/16/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",641,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted January 13-16 and 20-22, 2003."
USGALLUP.0304UBS.Q001,Refused,*,Do you approve or disapprove of the way George W. Bush is handling his job as president?,* = less than .5 percent,,01/31/2003,Gallup Organization,UBS,Gallup/UBS Employee Outlook Survey,01/13/2003,01/16/2003,Y,"Employees of non-governmental, for-profit companies with 5 employees or more",641,,Telephone Interview,"The sample is adults who are employed with privately held companies having 5 or more employees. Interviews were conducted January 13-16 and 20-22, 2003."
USGALLUP.03MY19.R01,Approve,66,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/23/2003,Gallup Organization,,Gallup/CNN/USA Today Poll,05/19/2003,05/21/2003,Y,National adult,1014,,Telephone Interview,
USGALLUP.03MY19.R01,Disapprove,30,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/23/2003,Gallup Organization,,Gallup/CNN/USA Today Poll,05/19/2003,05/21/2003,Y,National adult,1014,,Telephone Interview,
USGALLUP.03MY19.R01,No opinion,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/23/2003,Gallup Organization,,Gallup/CNN/USA Today Poll,05/19/2003,05/21/2003,Y,National adult,1014,,Telephone Interview,
USGALLUP.02SP02.R02,Approve,66,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,09/6/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,09/2/2002,09/4/2002,Y,National adult,1003,Q2,Telephone Interview,
USGALLUP.02SP02.R02,Disapprove,29,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,09/6/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,09/2/2002,09/4/2002,Y,National adult,1003,Q2,Telephone Interview,
USGALLUP.02SP02.R02,No opinion,5,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,09/6/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,09/2/2002,09/4/2002,Y,National adult,1003,Q2,Telephone Interview,
USGALLUP.03MAR24.R01,Approve,69,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/27/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,03/24/2003,03/25/2003,Y,National adult,1008,,Telephone Interview,
USGALLUP.03MAR24.R01,Disapprove,27,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/27/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,03/24/2003,03/25/2003,Y,National adult,1008,,Telephone Interview,
USGALLUP.03MAR24.R01,No opinion,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/27/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,03/24/2003,03/25/2003,Y,National adult,1008,,Telephone Interview,
USGALLUP.02APR5.R02,Approve,76,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/9/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,04/5/2002,04/7/2002,Y,National adult,1009,Q2,Telephone Interview,
USGALLUP.02APR5.R02,Disapprove,19,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/9/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,04/5/2002,04/7/2002,Y,National adult,1009,Q2,Telephone Interview,
USGALLUP.02APR5.R02,No opinion,5,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,04/9/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,04/5/2002,04/7/2002,Y,National adult,1009,Q2,Telephone Interview,
USGALLUP.01FEB1.R01,Approve,57,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,08/1/2006,Gallup Organization,,Gallup Poll,02/1/2001,02/4/2001,Y,National adult,1003,,Telephone Interview,
USGALLUP.01FEB1.R01,Disapprove,25,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,08/1/2006,Gallup Organization,,Gallup Poll,02/1/2001,02/4/2001,Y,National adult,1003,,Telephone Interview,
USGALLUP.01FEB1.R01,No opinion,18,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,08/1/2006,Gallup Organization,,Gallup Poll,02/1/2001,02/4/2001,Y,National adult,1003,,Telephone Interview,
USGALLUP.03OCT06.R01,Approve,55,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,10/10/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup Poll,10/6/2003,10/8/2003,Y,National adult,1017,,Telephone Interview,
USGALLUP.03OCT06.R01,Disapprove,42,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,10/10/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup Poll,10/6/2003,10/8/2003,Y,National adult,1017,,Telephone Interview,
USGALLUP.03OCT06.R01,No opinion,3,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,10/10/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup Poll,10/6/2003,10/8/2003,Y,National adult,1017,,Telephone Interview,
USGALLUP.04MAY07.R04,Approve,46,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/11/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/7/2004,05/9/2004,Y,National adult,1003,Q4,Telephone Interview,
USGALLUP.04MAY07.R04,Disapprove,51,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/11/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/7/2004,05/9/2004,Y,National adult,1003,Q4,Telephone Interview,
USGALLUP.04MAY07.R04,No opinion,3,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,05/11/2004,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,05/7/2004,05/9/2004,Y,National adult,1003,Q4,Telephone Interview,
USGALLUP.03MAR22.R01,Approve,71,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/24/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,03/22/2003,03/23/2003,Y,National adult,1020,Q1,Telephone Interview,
USGALLUP.03MAR22.R01,Disapprove,25,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/24/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,03/22/2003,03/23/2003,Y,National adult,1020,Q1,Telephone Interview,
USGALLUP.03MAR22.R01,No opinion,4,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,03/24/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,03/22/2003,03/23/2003,Y,National adult,1020,Q1,Telephone Interview,
USGALLUP.03DEC05.R03,Approve,55,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,12/9/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,12/5/2003,12/7/2003,Y,National adults including an oversample of Adults age 65 and older (callback),1083,Q3,Telephone Interview,Includes an oversample of 79 adults age 65 and over who were previously interviewed in 2003 and agreed to be reinterviewed. Results are weighted to be representative of a national adult population.
USGALLUP.03DEC05.R03,Disapprove,43,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,12/9/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,12/5/2003,12/7/2003,Y,National adults including an oversample of Adults age 65 and older (callback),1083,Q3,Telephone Interview,Includes an oversample of 79 adults age 65 and over who were previously interviewed in 2003 and agreed to be reinterviewed. Results are weighted to be representative of a national adult population.
USGALLUP.03DEC05.R03,No opinion,2,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,12/9/2003,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,12/5/2003,12/7/2003,Y,National adults including an oversample of Adults age 65 and older (callback),1083,Q3,Telephone Interview,Includes an oversample of 79 adults age 65 and over who were previously interviewed in 2003 and agreed to be reinterviewed. Results are weighted to be representative of a national adult population.
USGALLUP.00DEC2.R01,Approve,60,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,12/5/2000,Gallup Organization,,Gallup Poll,12/2/2000,12/4/2000,Y,National adult,1026,Q1,Telephone Interview,
USGALLUP.00DEC2.R01,Disapprove,35,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,12/5/2000,Gallup Organization,,Gallup Poll,12/2/2000,12/4/2000,Y,National adult,1026,Q1,Telephone Interview,
USGALLUP.00DEC2.R01,No opinion,5,Do you approve or disapprove of the way Bill Clinton is handling his job as president?,,,12/5/2000,Gallup Organization,,Gallup Poll,12/2/2000,12/4/2000,Y,National adult,1026,Q1,Telephone Interview,
USGALLUP.02JL05.R01,Approve,76,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/9/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/5/2002,07/8/2002,Y,National adult,1013,Q1,Telephone Interview,
USGALLUP.02JL05.R01,Disapprove,18,Do you approve or disapprove of the way George W. Bush is handling his job as president?,,,07/9/2002,Gallup Organization,Cable News Network (CNN); USA Today,Gallup/CNN/USA Today Poll,07/5/2002,07/8/2002,Y,National adult,1013,Q1,Telephone Interview,
